19138,7008419,7145088
6618,8853777,9119105
11533,459129,607925
9272,9727617,9792920
13349,1330264,1598383
5012,1783411,1845918
7753,3319225,3594447
19983,8546606,8641654
17658,1410596,1490811
10237,4854564,5039299
2470,5379689,5575987
18823,9296433,9428932
7449,1134978,1376331
93,5803065,5884684
18986,1813299,2053728
10611,341769,456635
1361,3664271,3857449
15197,6666273,6911024
6376,6160370,6341640
17498,404017,571207
5488,3713054,3790652
11274,3930767,4118513
337,775439,907168
19373,3519121,3586940
5792,302560,556693
17894,4800248,4896155
3932,336253,404729
14490,9000993,9257011
13374,7541965,7772501
17414,809423,994982
12151,2360067,2588234
5470,4927385,5182124
7448,8990163,9132685
9007,863784,950776
8663,1328788,1482432
8520,9773698,9983009
12256,1042559,1122030
8036,457505,549773
15557,7610213,7804393
8435,1131053,1189456
13784,4223296,4273927
19723,4130951,4355071
18336,2832081,3082942
10334,7551540,7842289
1942,9018625,9168878
12761,3956996,4075074
6209,2683770,2888364
12426,8902747,9088554
15310,7422436,7648698
11866,5965952,6076841
15439,8657329,8934943
2105,6368233,6506432
3195,3325166,3526781
2137,1502021,1725826
18156,2132779,2392169
11053,3993562,4193422
16063,7590172,7688820
502,8345703,8631964
6750,4513800,4773032
17655,2409586,2465095
8378,2212720,2386347
16915,2011640,2187660
4708,6547527,6836933
14089,4971907,5219702
9837,2910488,2981362
580,837045,977359
7316,8863272,9154138
7913,9395971,9644809
5642,6275568,6498207
15265,8999856,9166342
15666,8319972,8382898
11557,3633484,3933172
5608,5619505,5800632
9970,6649678,6863523
19072,9113749,9274212
8186,472517,768755
11907,9649310,9877502
6390,6986205,7202246
4204,5420082,5570230
11314,6507821,6574749
17571,462576,607936
8860,7913452,8119736
15666,9002659,9052733
16183,9522741,9592186
6309,5395888,5624769
10906,9083503,9308697
19528,5075853,5201549
16820,9574476,9868584
11568,4637816,4918966
9885,4980441,5158787
17473,2975557,3135579
15914,5812653,6056050
5054,8755036,9054039
9924,9220452,9341685
12512,5826241,5877203
14009,8912854,9190939
5466,4718029,4909836
18678,5308877,5607697
18039,4655830,4768913
5003,4964373,5252911
13478,1286495,1338643
9989,5932656,6054614
19901,495569,580254
8175,2331328,2555001
14241,2916453,3195325
11947,9672290,9741140
18830,6257864,6386222
1178,5051260,5304832
18456,4000779,4252805
16685,9089852,9211871
376,4177443,4227713
4118,5086189,5255039
8258,3349587,3515128
221,3499852,3561984
13648,7009954,7200837
11297,1128253,1202573
18453,3721292,3856844
6243,8592695,8803297
5880,4146389,4374131
15919,999677,1059556
12745,636719,746678
17024,65107,252903
18557,7286903,7343576
16766,6638999,6935936
13543,1795385,1922531
13519,5168539,5294937
17812,8415780,8643580
1661,8024064,8164195
6556,709066,1006265
706,776478,858514
16755,2062005,2320411
16954,7601741,7698110
7822,1188762,1305595
1832,2656077,2887357
16067,883893,954321
11716,5119846,5373284
16986,3796981,4022540
2651,3871692,4070162
8340,662795,807839
1092,3542163,3725502
14233,8466051,8660022
16957,2811943,2964896
17432,7253552,7370216
165,4199008,4472175
11193,4215207,4320386
19634,5494725,5733715
8049,7901738,7987692
11715,7979247,8135746
19768,3432384,3625961
14290,5313453,5499001
12413,5914617,6206450
8000,7337078,7630156
15462,3642178,3712000
9327,6793811,7008090
18593,6645280,6716181
6696,4217256,4414161
10837,8595571,8878879
13934,8269069,8404466
14366,1564638,1668717
14862,1752679,2040332
3302,3451334,3533911
12369,1635449,1917308
18960,9790229,9991590
16235,2039565,2172797
15709,7929229,8213484
4317,7353940,7511342
15072,5540194,5636986
10060,4798476,5024323
13899,7263939,7402040
5380,9628351,9815726
19199,4515295,4803723
13093,850146,955602
1373,957211,1236236
11467,3305501,3501644
15059,1466987,1752242
4051,6633225,6741788
2668,6006647,6302546
3635,8938503,9007022
3275,2966435,3152366
15683,3269882,3389704
12170,1758299,1902176
7001,3818930,3927966
609,1852261,2132773
3657,1077061,1363376
15708,3277579,3555501
17869,9225882,9464093
5783,2701394,2898576
7510,434157,669978
13596,3400111,3687891
19675,922024,978230
9719,6572836,6671821
16914,1907901,2001264
5605,2986669,3208931
406,2460299,2729054
6419,8765773,8939430
5886,5707470,5908727
11986,9000954,9146446
18651,3562347,3709684
6051,6131229,6313152
12663,1963748,2016298
1514,6432234,6680898
1150,8123988,8275250
14335,2741241,2894525
5638,6426032,6504907
19672,7949665,8163635
14828,3979003,4084804
415,5681859,5922328
18493,9323803,9617172
12698,8501964,8634167
15222,3749889,3830641
7160,7899294,8130374
11996,2032558,2252531
4603,6293241,6520900
18840,6849195,6947482
19631,3586680,3878319
10443,6202697,6291263
13960,7707792,7935612
4407,5420509,5547333
19108,9514134,9653290
15558,7974167,8099409
5150,2216496,2487103
12399,6699866,6859151
15863,1931898,2208648
4529,3902502,4179145
15824,6179263,6374903
6056,9270819,9542220
4013,9770552,9892423
19752,69374,288766
15450,6496760,6764411
1547,212181,441922
7123,7522310,7587171
8373,4024402,4105966
15453,6661512,6819535
2867,4631484,4781396
19972,6063756,6199378
17641,8155660,8302209
18134,8174710,8277801
6260,438749,493466
18471,9132370,9416074
924,9398089,9576781
4617,2730917,2958149
17934,3900945,4094488
1164,4903209,5076875
9957,6103541,6325464
10338,915424,1012662
14103,979946,1149861
783,8153322,8295696
65,949905,1167942
8561,4901437,5186307
4666,1887441,2020757
5713,5674557,5952615
12673,6231475,6354902
17380,9279477,9407707
6320,6439214,6672062
12400,1736477,1805396
17541,5903835,6184704
6482,7019916,7264378
7826,2029135,2115689
10955,2423388,2481715
1146,93849,317562
2499,2855236,3024351
14551,3345603,3564747
13028,6438442,6494366
19038,3132316,3307476
17402,4041469,4192949
14598,7098127,7394784
18116,2477820,2627992
11563,7459162,7551355
12607,751808,1049455
8032,425134,634787
18094,4237199,4505795
9403,6603163,6812956
8402,1610322,1832596
16304,3021652,3186587
5234,3634628,3699642
872,4646056,4810919
11292,6439612,6647760
9911,8767989,8837002
12758,7579084,7706018
7237,6043760,6190965
9522,7774913,7887131
2803,4725782,4874249
1920,5487122,5615098
5135,3161240,3264350
5643,743089,970882
7685,1170650,1377731
1389,8694802,8778752
8747,5816655,6000881
18114,8840252,8931870
998,947308,1054977
8506,7938855,8054823
12298,8334209,8579770
4245,1269452,1489574
10479,4901556,5137570
14390,7091704,7293757
1200,9438062,9501795
1392,3626060,3798486
18073,8594444,8767301
3240,1532445,1678983
4202,2745600,2804267
13885,2879212,3138770
11800,4084616,4338627
4288,6662115,6820508
4924,8388461,8654468
999,3632741,3837163
11904,7073375,7314896
9441,3416228,3685483
17165,2912978,3125580
3623,2674464,2811005
480,2759649,3020209
1596,146678,272592
3241,846633,924413
1250,6123163,6222838
18354,9748187,9865928
2376,8114774,8403660
17461,3220516,3412443
17936,7910047,8179748
9475,1874295,2072349
4757,5080318,5187630
9914,7656398,7884613
14458,4376059,4523834
3351,1615720,1844929
13287,2283035,2396945
4021,2012640,2284163
13879,4380033,4528554
5011,5074934,5205154
4435,4382334,4596069
7873,2124750,2217352
4963,2878939,2944637
17966,5071829,5142469
959,7084023,7158543
13582,669562,758469
5694,3695420,3866414
5536,6545873,6709992
4206,2242402,2411048
9785,1763342,2017382
593,6587052,6784203
14430,1219711,1294963
13848,2142068,2316383
12983,236158,324320
8270,8826503,9065146
19567,8604156,8731582
6047,2885298,3138521
12188,5320109,5600778
5396,9130799,9246844
203,2654963,2841318
14433,149361,352479
12935,3263782,3459984
19959,9518479,9777649
12542,4068323,4149362
1549,3735510,3992827
1737,4909301,5196047
3690,4194390,4470167
15315,5667969,5939676
6481,4519641,4668903
9298,3065646,3229017
12677,3679820,3946644
12494,8530412,8728370
4526,4101201,4190778
17748,2886253,3061669
17814,8138730,8366662
6078,2336491,2516063
7120,877042,975636
10757,1105737,1196694
1990,7093574,7301612
11181,1402006,1643501
16451,7982268,8248836
16447,3518816,3772154
7624,9525354,9584560
18743,5143978,5245355
16609,5302605,5424782
19863,9452363,9658743
1143,6828181,7057257
3379,1947933,2067888
17690,6176943,6285851
4080,6133193,6219708
5098,9167468,9372040
3730,4927438,5114534
1226,3301625,3382275
4125,3184619,3439735
15240,3698052,3854511
7579,6569454,6757638
1020,6854934,7028453
15411,6716952,6992005
14765,3446574,3744798
18391,3444607,3587119
6461,5291319,5569092
2993,8501423,8727309
10911,7071578,7351587
9198,4616183,4772757
10861,8683565,8843572
11039,3826970,3888869
10272,4390619,4493809
8816,1409120,1643996
11741,7631468,7681552
15443,7825673,8047653
5259,9174116,9315463
10201,8096899,8299563
2251,3261419,3437514
13957,5697105,5896703
10811,8647017,8905208
13336,1931039,2066595
3673,9576581,9703833
15436,4857598,5099665
2782,3264414,3469364
16618,3383233,3487186
17003,9573929,9685858
10660,3285571,3377075
9977,8044050,8229990
2201,5795569,6076474
10267,5024011,5323710
15614,3445046,3564298
17938,4770283,4911710
18818,8452374,8605775
17403,5555179,5814098
3734,432504,646700
8765,4114818,4330333
6754,1188393,1469818
6672,2305670,2454942
730,2734904,2844215
7129,1092248,1226161
2730,8940924,9048951
9715,5468393,5586469
2646,5619752,5889751
8017,7870521,8055976
18535,2394851,2629539
16632,2115076,2209013
4688,8118906,8229623
7915,8439257,8542081
3989,1595225,1657493
6272,7606772,7855071
11019,9138521,9421351
10789,2614434,2701231
12127,3249996,3301989
11867,2229861,2384326
274,6752213,6838057
2662,5079576,5170882
5399,712555,780047
18341,308864,472956
11929,337053,485310
19607,9199176,9269759
6245,6362585,6585318
8795,8955559,9129277
3071,5218476,5336774
2577,3686678,3985417
19094,197350,295866
4196,9277856,9549242
4525,5899246,6077637
4867,6052026,6159731
18147,6426337,6654054
14306,5678940,5855934
7822,7825581,7926731
16815,5518737,5584882
14434,2034361,2087298
17786,7375560,7519512
17573,6414932,6594406
11806,6190778,6296860
5512,2098315,2378610
4497,6264396,6323359
2657,2420266,2505571
8895,6602688,6754002
13700,8805957,8980133
7933,2068698,2223453
1547,8126461,8218980
16556,6833357,7071336
17820,1386737,1563606
1561,8624532,8890586
11424,5525329,5595673
678,5821774,5938117
16372,1602342,1685847
7533,4975732,5033797
3885,9188974,9379049
6012,3348956,3621506
12197,227006,359384
10235,7833200,8072472
5023,708689,761036
19653,6128482,6348340
16825,5022255,5308436
6588,7379709,7635701
17399,1935663,2202381
13379,2661081,2734044
16891,126533,179887
14414,3302967,3454657
14025,2124057,2351135
12662,9510846,9670789
9354,9696862,9771374
11042,1038361,1253015
5417,1857124,2009464
4074,1374237,1424616
16065,4917071,5127261
12779,8977365,9237656
9932,2797369,2952768
11145,6257445,6472878
16978,3348846,3450171
5678,1785409,2039116
4145,9378477,9672602
14324,9041619,9189639
1809,7939229,8126351
7108,4853394,5092857
18712,3411957,3538868
11842,7594094,7891866
4682,9492600,9743778
12334,5039150,5324892
722,2185928,2347849
10468,3141312,3219096
14080,2537788,2707607
8005,4269094,4433657
17778,1128585,1375188
19304,436865,598785
1206,9270013,9551212
1031,2706149,2881772
4818,4379573,4651986
11985,1403882,1612267
4900,4021480,4102009
9757,5180655,5393904
18157,6467757,6640710
16620,5789127,6011836
11947,1120914,1192791
16710,174191,357233
18561,9683715,9914342
8441,5316756,5458360
18257,3362123,3412405
4430,9004147,9253219
3607,9190380,9282577
15009,3007209,3162873
2888,3468553,3559820
10740,3216945,3485209
11576,5632931,5920714
8660,1544053,1771259
18719,9348034,9546599
13099,1562509,1688492
15283,154649,352698
8485,869783,1085960
9019,2306518,2456254
13342,2146832,2200112
6022,253175,385793
16081,7873703,8033327
12009,4436775,4725931
1882,3961603,4246832
9336,3737896,3860456
792,999011,1139737
1159,6864625,7148383
8137,8647654,8717403
19786,240739,313119
11364,197769,459178
17934,4570122,4826571
13342,1711238,1823879
18638,7328206,7452704
2686,8772335,8965271
19543,8252939,8457034
10991,2260812,2520007
478,3466524,3732643
11897,220074,327919
7716,4585457,4884901
11017,8430228,8689048
16568,2155698,2316928
1441,5353490,5501916
15133,8309236,8462425
8967,2298750,2552961
2978,2592586,2656214
14052,4215723,4325861
16014,4477228,4714983
18300,7814312,7980880
228,8980517,9083963
5563,4205068,4325332
16412,4968465,5130303
581,5464512,5625006
1630,3675187,3765332
12714,5021401,5084923
14220,350902,575957
17487,9792216,9898728
8003,7708171,7778718
6787,9372365,9647595
2930,6880611,6941239
13166,6374330,6514090
12777,3200446,3349027
19390,6596463,6746145
14109,5012100,5082748
13550,2937111,3109696
12157,1576048,1850484
18217,1239832,1425098
19125,1935976,2198855
5393,1759159,2011071
13433,8524143,8781265
12006,2401769,2525537
13216,3843082,3937584
16288,7998682,8152000
17612,6477435,6674192
11808,3670282,3729025
11333,1572882,1638917
18924,7790764,8078772
11862,9489797,9702087
2518,3161607,3246729
11967,5240808,5430518
13396,39566,277580
105,2613163,2781289
779,8667089,8875070
16807,622007,788286
1527,6682764,6886537
17854,6121867,6411646
14572,9135485,9337201
11780,499544,568021
4709,652761,714068
2033,7184806,7363555
15938,4695863,4842850
6033,4350008,4509553
3040,9262947,9331932
11442,7787731,7957546
14845,4622084,4896701
1455,6680728,6945065
8356,1243830,1362776
14376,144515,353437
15876,2440227,2723338
15979,9870894,9953229
13104,9640532,9753045
16396,3320021,3460063
7922,2657568,2862569
7498,3281280,3393122
12490,3606960,3721570
15523,426465,670982
17338,1156708,1209206
901,1524828,1642048
16438,1507803,1629589
2660,5133926,5272400
3601,8495923,8566116
18111,9111357,9206804
12121,1549474,1753697
3133,5009700,5180422
1088,8713600,8907670
6571,2130150,2303174
5169,2937905,3106849
8937,5514046,5792653
13728,6100946,6382762
1914,6550794,6627406
9657,4044873,4315535
11963,597994,897944
11110,8446047,8686735
7114,8345011,8579941
11605,5507534,5766227
17703,1763877,1855423
257,4678326,4802174
19581,5713705,5851767
2355,330093,603730
11219,5399115,5590968
4475,7461501,7520554
17374,9026698,9274276
5742,6775200,6892841
4397,402255,694153
15509,3328671,3501593
15886,1517711,1817368
5681,5059547,5334488
13538,494750,788222
15438,8551316,8753058
467,8770209,8928153
15036,1553222,1649914
2532,3222504,3353406
12346,8958289,9033869
9920,6123803,6244924
3537,7246302,7426922
11081,839262,1046429
10228,575567,672245
10853,2580204,2820998
7686,2745956,2996769
1166,135865,199288
348,1251044,1476692
13364,763771,897883
15501,102435,300298
14740,5434038,5699747
12014,8776808,8973854
10249,3112184,3381586
14805,5472119,5522852
17076,2887955,3141018
978,4121820,4399844
497,7859963,8050761
13503,2939191,3061086
3921,5380206,5646207
8758,4933547,5195386
2080,7646892,7838812
14392,3019395,3089398
17563,1673624,1820131
8293,4874988,5025187
15863,1185144,1360974
9417,3783049,4002424
18404,5474955,5577725
6304,6988837,7119480
16571,1978812,2110835
7149,3302309,3540950
277,6399402,6648393
16195,8427804,8564037
9730,1359931,1561029
9429,7850746,8105267
17852,9627682,9678289
8560,7049382,7237274
16312,3189980,3304377
3429,4219134,4299570
6520,3539799,3595896
10894,2198414,2494096
11951,6230938,6502904
19058,4943631,5131858
14757,9310253,9587143
11551,6880723,7011435
2534,8928681,9093643
17530,6445375,6562821
8308,827592,1037842
10341,367320,493068
5717,2089018,2212378
9881,2105330,2262622
4339,3226248,3465620
11790,9775248,9991911
18945,9632707,9812642
5560,3213615,3323056
5468,5569345,5652055
13192,3909344,4034304
4529,1248672,1393532
4959,7292631,7524493
10527,9024607,9091923
7312,9249741,9491566
15462,3236486,3525655
19226,8187019,8267629
18705,1999434,2092810
14147,8682251,8743844
3917,6578306,6787297
4271,778411,891838
2672,3024482,3180834
2339,8443884,8544481
9113,461523,513054
11363,5147296,5414042
14244,8166969,8421011
1377,1597281,1809183
15615,7545174,7826754
564,6326225,6378980
17351,924507,1019494
9006,5511386,5638770
1012,3710255,3851093
9553,3656382,3894248
17370,5912950,6197636
9308,1333313,1490925
12911,9605898,9675491
12742,9149466,9214712
2977,7733471,7922917
543,7463626,7675980
14624,5156310,5455515
7203,5629209,5724981
18242,5128205,5299978
14667,1420059,1550465
1971,5666381,5941186
10345,1690018,1940296
19862,6396525,6491300
14641,2946091,3203593
6597,1507320,1721271
13350,6831595,7088127
229,7729370,7862273
5047,5055577,5144047
2982,2879643,2995077
14648,8192323,8279268
14471,4889788,5132974
7057,8418506,8530897
7027,5386235,5457753
10845,7096092,7157991
1604,4202196,4323606
13371,8386769,8568399
5327,6659245,6739333
5242,7164944,7376788
8051,3931723,4074879
10963,6595175,6880135
1650,6725338,6788087
17962,1860201,2113639
12776,5690810,5931521
171,2583299,2802284
11971,7664236,7869800
11572,3350981,3514709
8110,4643157,4801283
11156,6698538,6850446
12125,1721050,1813403
11584,5074989,5164673
1872,8776736,9076391
12210,574945,672275
4723,8047572,8338281
14292,5247289,5342681
9324,3545956,3620099
5022,2364405,2424765
7315,3187921,3331241
8062,2933010,3136654
6134,5719441,5862842
2219,1961417,2205101
18812,7887134,8047432
6179,3787301,3973444
14411,1905067,2057812
19315,6349215,6442206
6962,4220099,4429854
16923,6448932,6684201
9230,6523027,6626957
5039,8809617,9043900
8591,843979,919904
10848,8529759,8772153
17939,4370371,4545977
17392,4574486,4839499
14462,9641232,9749488
17897,8392588,8655403
1763,8721280,8869917
13910,1921022,2160045
8084,8253948,8400457
14423,688388,963391
13551,921273,1089338
14612,3888665,4179634
3771,6376186,6560398
7640,6128579,6309810
8094,6448673,6690849
3326,5752795,5895294
3374,7023842,7309243
18625,437275,650568
6493,6717250,6882958
77,9211840,9425032
15339,5723280,5996107
4556,4050276,4332628
15019,7596093,7756382
18092,7385577,7550941
8140,5069388,5332471
18123,9452913,9532674
5423,4752608,4947336
2318,339300,442775
723,1596329,1847396
17065,2816373,2887167
13304,3425364,3616266
1053,6471952,6525586
6776,4088233,4197421
19829,2222295,2458433
12920,1605645,1872875
18249,8825694,8919224
19095,138475,302193
2736,9096071,9168560
12022,991542,1069475
8694,1648676,1793181
6147,3197979,3267877
3367,162172,303427
3450,7946483,8228505
9484,301488,600746
1120,5723861,5933578
9615,4972793,5218965
5496,7222499,7394867
18147,6790371,6974794
3558,4096168,4209122
183,7347879,7588350
9421,4637816,4899185
14376,1115014,1338489
10245,4229985,4414229
12862,8244337,8375309
14514,6058354,6297186
6785,1270365,1485984
11919,2083973,2246545
17961,7716921,7954798
13844,7384430,7590446
11751,5448945,5695815
11776,9356898,9444612
16849,1241356,1529812
14584,7875176,8093452
15674,8723114,8936428
8580,599343,689917
5658,5203266,5460670
4271,8347117,8538050
5313,8829632,9075996
8100,7135660,7224878
11676,8605737,8670620
18419,52902,219418
11889,9243301,9310517
19122,8527818,8728550
4986,6766714,6936971
18344,407698,559287
18412,1179086,1463058
2695,5174498,5401475
16890,4323515,4578517
13726,9252128,9540347
14336,6772106,6963031
1324,3816087,4042387
17627,5818598,6007184
16211,1200958,1396894
18509,2268940,2515815
8975,9592256,9719658
14628,1144936,1208267
6920,8254079,8406615
19776,5750070,5892062
16392,8035768,8120253
4984,3468055,3524086
6285,3858546,3926442
15974,5854248,5994035
18522,6990278,7117964
2932,6874781,7011365
12482,5031523,5240661
977,8560716,8623666
8118,17543,149501
13305,3080659,3196345
19452,4731315,5022405
13845,5463379,5603712
4140,7929531,8015250
9002,7574625,7822213
16111,6015777,6233682
8808,7382258,7575168
1181,906385,1027324
7902,2888538,3114879
16531,4416196,4643181
544,9061889,9235979
9497,274506,512853
10778,3591109,3745793
9415,8117306,8385862
9479,2604330,2778128
18601,1073062,1258352
10777,4303515,4485201
6651,6879561,6949323
7017,7472440,7638955
4147,5908462,5996111
3592,895794,1024652
19600,3355865,3415797
10593,982484,1237568
14458,1803294,2073326
2680,5906203,6051639
8896,436311,674975
11830,8305740,8422834
4217,2772256,2961125
3108,7016470,7087063
1178,4620906,4720704
17432,8216386,8499775
16092,4195608,4373604
14633,2079111,2303238
16544,971210,1093269
788,1038730,1272170
17687,4486917,4649909
19903,4265275,4565061
18835,4255353,4486741
11911,7943066,8136756
9760,665092,930104
12225,3007644,3264727
14930,9168707,9452099
16405,1166054,1346208
796,1649249,1750760
11545,5075507,5230818
3104,4312374,4442795
2666,7371497,7538262
18856,7769767,7865412
9684,650342,759348
6828,5228035,5424202
18446,8899364,9097417
1896,479883,711736
454,8180318,8300932
4155,3318925,3598520
10788,7727981,7885318
14766,1087220,1256864
18238,3473124,3687786
11796,4457539,4690713
11631,4984613,5130462
6280,2286979,2406958
16922,7871996,7924765
579,3055099,3143466
14197,997867,1289630
3951,1554289,1846042
7313,3540063,3816595
18959,1126026,1309150
4854,3419301,3667546
3831,5280913,5461586
8893,9756394,9871507
10447,4297369,4502951
11618,7805274,7872227
16735,8743794,9031173
8039,9705231,9841127
2210,7016307,7215459
4206,1187451,1482360
8467,9814800,9935863
8734,5028467,5221573
1264,9703343,9903002
1985,8607684,8855198
10405,122911,283273
2100,4878227,4941824
10709,2778841,2939610
16555,6430880,6672213
37,7195606,7338869
11626,3469233,3737790
4879,3877940,3979186
4236,5595766,5647287
19385,7416817,7605146
14399,9606261,9810361
8167,9165690,9228603
19255,4371928,4530907
14197,9518249,9683232
18066,209664,371685
9821,8605013,8766376
8051,8213837,8420068
17166,8902551,9136764
16374,1737559,1916676
5703,6032773,6249645
712,9490022,9694340
12888,7860570,8139876
2829,3628993,3858159
14581,8653470,8854229
17193,874135,926662
14330,6428382,6658689
7707,394551,631238
15504,6919628,6971632
15914,4143804,4425544
12709,6568922,6665767
2549,8812609,8907968
7408,1291348,1358326
